ZYMC,SZD,SFSYL,SF985,SF211,JHRS_3,JHRS_2,JHRS_1,SJRS_3,SJRS_2,SJRS_1,XX_Med_3,XX_Med_2,XX_Med_1,ZY_Max_3,ZY_Max_2,ZY_Max_1,ZY_Min_3,ZY_Min_2,ZY_Min_1,CS,NX,YJ
汉语国际教育,上海,1,0,1,1,1,1,1,0,0.5,2810,2490,2650,2363,2363,2363,2363,2363,2363,1,0,1
法语,上海,1,0,1,1,2,1.5,1,2,1.5,2810,2490,2650,1573,2156,1864.5,1573,3085,2329,1,0.5,1
自动化类,吉林,1,1,1,4,5,4.5,4,5,4.5,4490,4874,4682,4227,5700,4963.5,5690,7359,6524.5,0.45,0.8,0.9
自动化类,黑龙江,1,0,1,15,12,9,15,12.5,10,9480,9961,10442,7925,8683,9441,9887,10288,10689,0.85,0.8,0.916666666666667
计算机类,黑龙江,1,0,1,4,7,10,18,14,10,9480,9961,10442,6762,8355,9948,8875,9913,10951,0.55,0.705555555555555,0.766666666666666
工商管理类,黑龙江,1,0,1,4,6,5,0,6,3,9480,10312,9896,8532,8532,8532,10876,10876,10876,0.833333333333333,1,1
电子信息工程,黑龙江,0,0,0,2,2,3,2,2,3,26132,25285,25727,16653,21201,25727,24638,25708,27267,0.555555555555556,0.888888888888889,0.888888888888889
网络工程,黑龙江,0,0,0,3,3,2,3,3,2,26132,25285,25727,24638,20803,23107,25364,25285,23874,0.388888888888889,0.555555555555555,0.888888888888889
测控技术与仪器,黑龙江,0,0,0,4,2,3,4,2,3,26132,25285,25708.5,26910,23612,25261,28911,25285,27098,0.375,0.875,1
安全工程,黑龙江,0,0,0,2,2,2,2,2,2,26132,25285,25708.5,13170,23612,18391,28911,27945,28428,0.25,1,1
财政学类,上海,1,0,1,2,2,2,2,2,2,936.5,741.75,547,917,732,547,1115,896.5,678,1,0.5,0.75
电子商务,上海,1,0,1,2,2,2,2,2,2,936.5,1089,1012.75,1446,976,1211,1446,1089,1267.5,1,0.5,0.5
建筑学,黑龙江,0,0,0,1,2,2,1,2,2,37971.5,36536,34990,34877,35541,33929,34877,36051,35639,0.166666666666667,1,0.5
测控技术与仪器,黑龙江,0,0,0,1,3,1,1,3,1,37971.5,36536,34990,37753,36536,36900,37753,37520,36900,0.444444444444444,0.888888888888889,0.666666666666667
车辆工程,黑龙江,0,0,0,1,2,2,1,2,2,37971.5,36536,34990,36815,36051,36501,36815,37035,36900,0.666666666666667,1,0.666666666666667
通信工程,黑龙江,0,0,0,3,2,2.5,3,4,3.5,26132,25285,25708.5,24999,25708,25353.5,26132,26607,26369.5,0.416666666666667,0.583333333333333,0.75
工商管理,黑龙江,0,0,0,2,2,2,2,2,2,26132,25285,25708.5,23478,25285,24381.5,28110,26156,27133,0.25,0.75,0.75
市场营销,黑龙江,0,0,0,2,2,2,2,2,2,26132,25285,25708.5,28110,28400,28255,28110,28400,28255,0.25,0.5,1
会计学,黑龙江,0,0,0,2,2,2,2,2,2,26132,25285,25727,28110,25285,26903,28911,25708,28030,0.333333333333333,0.333333333333333,0.833333333333333
信息与计算科学,黑龙江,0,0,0,2,2,2,2,2,2,26132,25285,25708.5,24262,20060,22161,24999,23187,24093,0.75,0.5,1
英语,黑龙江,0,0,0,2,2,2,2,2,2,26132,25285,25708.5,26519,25285,25902,26910,28863,27886.5,0.5,0.75,1
金融学,上海,0,0,0,2,2,2,2,2,2,9672,9150.5,9411.25,7428,7146,7287,9069,7561,8315,1,0,1
工商管理类,上海,0,0,0,2,2,2,2,2,2,9672,9150.5,8750,9480,5509,7263,9672,8532,8512,0.5,0.5,1
电子科学与技术,黑龙江,0,0,0,1,5,5,1,5,5,37971.5,36536,34990,35359,24845,34768,35359,37520,36058,0.666666666666667,0.866666666666667,0.933333333333333
电子信息工程,黑龙江,0,0,0,2,3,3,2,3,3,37971.5,36536,34990,33183,36536,33046,36341,37520,35212,0.777777777777778,0.777777777777778,0.888888888888889
工程力学,黑龙江,0,0,0,1,1,1,1,1,1,37971.5,36536,34990,38190,39008,35639,38190,39008,35639,0.333333333333333,0.666666666666667,1
工业设计,黑龙江,0,0,0,1,1,1,1,1,1,37971.5,36536,34990,38190,36536,36900,38190,36536,36900,0.666666666666667,1,1
海洋油气工程,黑龙江,0,0,0,1,1,1,1,1,1,37971.5,36536,34990,34877,39478,36058,34877,39478,36058,0.666666666666667,1,1
化学工程与工艺,黑龙江,0,0,0,2,2,2,2,2,2,26132,25285,25727,17929,27945,24590,28110,28400,25727,0.666666666666667,0.833333333333333,0.833333333333333
电子科学与技术,黑龙江,0,0,0,1,2,1.5,1,2,1.5,26132,25285,25708.5,23849,27067,25458,23849,27945,25897,0.5,1,1
自动化类,黑龙江,0,0,0,8,7,7.5,8,7,7.5,26132,25285,25708.5,23105,25285,24195,28110,28400,28255,0.473214285714285,0.857142857142857,0.794642857142857
软件工程,辽宁,1,0,1,3,3,3,3,3,3,14506,12316,13411,10740,10876,10808,12429,12316,12372.5,0.333333333333333,0.833333333333333,1
交通管理,辽宁,1,0,1,3,3,2,3,3,2,14506,12316,12521,12429,9790,9441,14506,11693,11206,0.611111111111111,0.333333333333333,0.833333333333333
公共事业管理,辽宁,1,0,1,3,3,2,3,3,2,14506,12316,12521,15557,12594,13088,16653,16396,13088,0.777777777777778,0.722222222222222,0.888888888888889
安全工程,辽宁,0,0,0,1,1,1,1,1,1,30568,27579,24590,28494,30325.5,32157,28494,30325.5,32157,0.5,0.5,1
应用物理学,吉林,0,0,0,1,1,1,1,1,1,30139,28400,29269.5,24638,20803,22720.5,24638,20803,22720.5,0.5,1,1
测控技术与仪器,吉林,0,0,0,2,2,2,2,2,2,30139,28400,28030,24262,27945,26903,26910,31180,27267,0.5,1,0.833333333333333
环境工程,黑龙江,0,0,0,1,1,1,1,1,1,37971.5,36536,34990,36815,34067,33479,36815,34067,33479,0.666666666666667,0.666666666666667,1
教育技术学,黑龙江,0,0,0,1,1,1,1,1,1,37971.5,36536,34990,36815,36536,35212,36815,36536,35212,0.333333333333333,0.333333333333333,0
勘查技术与工程,黑龙江,0,0,0,2,1,1,2,1,1,37971.5,36536,34990,39107,35541,36900,39107,35541,36900,0.5,0.5,0.5
经济管理试验班,上海,1,1,1,5,5,4,5,5,4,667,575,547,589,321,453,788,658,594,1,0.583333333333333,0.7
建筑学,辽宁,0,0,0,1,1,1,1,1,1,30568,36536,24590,18254,38002,22367,18254,38002,22367,1,0.333333333333333,1
工程管理,辽宁,0,0,0,1,1,1,1,1,1,30568,36536,33552,32777,29788,31282.5,32777,29788,31282.5,1,1,1
机械电子工程,吉林,0,0,0,3,3,3,3,3,3,30139,28400,28030,29730,29327,24243,30568,29327,29233,0.444444444444444,0.888888888888889,1
电子信息工程,吉林,0,0,0,2,2,2,2,2,2,30139,28400,28030,24262,27067,26903,25742,27945,28408,0.666666666666667,1,0.833333333333333
通信工程,吉林,0,0,0,2,2,2,2,2,2,30139,28400,28030,27327,29327,21624,29730,29788,27656,0.333333333333333,0.833333333333333,0.833333333333333
自动化,吉林,0,0,0,3,3,3,3,3,3,30139,28400,28030,27727,26156,24590,32777,27501,29634,0.444444444444445,0.777777777777778,1
石油工程,黑龙江,0,0,0,3,3,2,3,3,2,37971.5,36536,34990,33183,25285,33479,36815,31660,33929,0.611111111111111,0.666666666666667,1
通信工程,黑龙江,0,0,0,2,3,3,2,3,3,37971.5,36536,34990,38627,35057,33479,38627,37520,34768,0.388888888888889,0.722222222222222,1
土木工程,黑龙江,0,0,0,3,1,1,3,1,1,37971.5,36536,34990,38627,31660,31744,39107,31660,31744,0.444444444444444,0.888888888888889,1
应用化学,黑龙江,0,0,0,1,1,1,1,1,1,37971.5,36536,34990,38627,36051,32587,38627,36051,32587,0,0.333333333333333,0.666666666666667
植物生产类,辽宁,0,0,0,4,4,4,4,5,4.5,39601,34562,37081.5,39601,32603,36102,40584,36051,38317.5,0.425,0.35,0.8
信息安全,吉林,0,0,0,1,1,1,1,1,1,30139,28400,28030,23105,20060,24947,23105,20060,24947,0,0.666666666666667,1
功能材料,吉林,0,0,0,1,1,1,1,1,1,30139,28400,28030,34046,27945,30090,34046,27945,30090,1,0.666666666666667,1
化学工程与工艺,吉林,0,0,0,2,2,3,2,2,3,30139,28400,28030,34877,29788,30090,34877,38002,30919,0.444444444444444,0.722222222222222,1
环境工程,吉林,0,0,0,1,2,2,1,2,2,30139,28400,28030,30568,28400,25342,30568,29327,28821,0.666666666666667,0.333333333333333,0.5
油气储运工程,黑龙江,0,0,0,2,5,5,2,5,5,37971.5,36536,34990,31926,32603,21256,34046,34067,35212,0.5,0.766666666666667,0.766666666666667
资源勘查工程,黑龙江,0,0,0,2,2,2,2,2,2,37971.5,36536,34990,36341,36051,35639,39107,37520,36501,0.5,0.666666666666667,0.833333333333333
自动化,黑龙江,0,0,0,2,4,4,2,4,4,37971.5,36536,34990,34462,34067,29233,34877,36536,34768,0.416666666666667,0.833333333333333,0.75
计算机类,黑龙江,0,0,0,5,4,6,5,4,6,37971.5,36536,34990,32777,21201,31744,36815,35057,36501,0.438888888888889,0.755555555555556,0.711111111111111
环境工程,上海,1,0,1,2,2,2,2,2,2,7076,6961,6846,5995,6235.5,6476,7753,7299.5,6846,0.75,0.5,1
化工与制药类,上海,1,0,1,8,2,1,10,3,1,7076,6933,6846,5394,7146,6476,8289,8532,6476,0.888888888888889,0.388888888888889,1
生物工程类,上海,1,0,1,3,3.5,4,3,3.5,4,7076,6961,6846,4853,5213.5,5574,7428,7239,7050,0.875,0.291666666666667,1
基础医学,辽宁,0,0,0,2,2,2,2,2,2,7877.5,7676,10199,10525,9267,11206,10525,9530,13624,0.5,0.5,0.666666666666667
临床医学,辽宁,0,0,0,1,1,1,1,1,1,7877.5,7676,10199,4227,3902,7050,4227,3902,7050,0.666666666666667,0,1
临床医学,辽宁,0,0,0,12,11,11,12,11,11,7877.5,7676,10199,4227,5153,5037,9069,8013,13088,0.590909090909091,0.527777777777778,0.886363636363636
麻醉学,辽宁,0,0,0,2,2,2,2,2,2,7877.5,7676,10199,8679,9267,5230,8875,9530,7693,0.833333333333333,0.5,0.833333333333333
应用化学,吉林,0,0,0,2,1,1,2,1,1,30139,28400,28030,31015,24020,28408,36341,24020,28408,0.333333333333333,0,1
生物技术,吉林,0,0,0,2,2,2,2,2,2,30139,28400,28030,30139,29788,24947,33633,29788,26499,0.666666666666667,0.5,0.833333333333333
生物工程,吉林,0,0,0,2,2,2,2,2,2,30139,28400,28030,31926,30252,30491,32777,30698,30491,0.833333333333333,1,0.833333333333333
国际经济与贸易,吉林,0,0,0,2,2,2,2,2,2,30139,28400,29269.5,24638,28400,26519,30568,30252,30410,0.25,0.75,0.75
金融工程,吉林,0,0,0,5,5,2,5,5,2,30139,28400,28030,28911,27501,30491,35359,30698,30919,0.633333333333333,0.5,0.933333333333333
广告学,吉林,0,0,0,2,2,2,2,2,2,30139,28400,28030,35359,23612,26101,35851,31180,29233,0.333333333333333,0.333333333333333,0.666666666666667
工商管理类,黑龙江,0,0,0,4,4,4,4,4,4,37971.5,36536,34990,36815,37520,29634,39107,37520,36058,0.333333333333333,0.5,0.916666666666667
地质学类,黑龙江,0,0,0,2,3,2.5,2,3,2.5,37971.5,36536,37253.75,38627,36536,37581.5,39107,37035,38071,0.666666666666667,0.833333333333333,0.583333333333333
水利类,黑龙江,1,0,1,2,2,2,2,2,2,23105,21201,22153,22734,17077,19905.5,25742,18895,22318.5,0.75,1,1
金融学类,黑龙江,1,0,1,3,3,3,3,3,3,23105,21201,22153,22734,20803,21768.5,23478,22007,22742.5,0.666666666666667,0.666666666666667,0.833333333333333
应用气象学,黑龙江,1,0,1,2,3,2,2,3,2,23105,21201,21624,18907,21201,20877,28911,22405,21256,0.833333333333333,0.388888888888889,0.833333333333333
材料类,上海,1,0,1,6,2,1,7,1,1,7076,6933,6846,6922,7561,7050,7753,7561,7050,0.523809523809524,0.857142857142857,1
能源与动力工程,上海,1,0,1,2,2,2,1,2,1.5,7076,6933,7004.5,6762,7791,7276.5,6762,8532,7647,0.75,0.25,1
机械类,上海,1,0,1,5,5,5,5,5,5,7076,6961,6846,7428,7137,6846,8289,7882,7475,0.6,0.5,1
计算机类,上海,1,0,1,4,2,7,4,2,9,7076,6933,6846,4490,4616,2417,6323,6108,7865,0.685185185185185,0.962962962962963,0.796296296296296
物理学类,上海,1,0,1,2,7,2,2,11,2,7076,6933,6846,6922,6108,3252,7595,8771,4710,0.636363636363636,0.636363636363636,1
经济学类,上海,1,0,1,2,5,3.5,2,5,3.5,7076,6933,7004.5,4853,4960,4906.5,5841,6499,6170,0.75,0.5,1
口腔医学,辽宁,0,0,0,3,2,2.5,3,2,2.5,7877.5,7676,7776.75,5690,6108,5899,5995,6499,6247,0.833333333333333,0.833333333333333,1
预防医学,辽宁,0,0,0,3,2,2.5,3,2,2.5,7877.5,7676,7776.75,10081,9267,9674,12194,9790,10992,0.833333333333333,0.25,0.833333333333333
法医学,辽宁,0,0,0,2,2,2,2,2,2,7877.5,7676,7776.75,9069,6499,7784,10525,8532,9528.5,0.75,0.75,0.75
临床医学,辽宁,0,0,0,8,2,2,8,2,2,10419,12168,9207,8679,7561,8291,10525,7791,8980,0.666666666666667,0.333333333333333,0.75
口腔医学,辽宁,0,0,0,2,2,2,2,2,2,10419,12168,9207,6922,9034,8512,8107,12316,8750,0.666666666666667,0.166666666666667,1
智能科学与技术,吉林,0,0,0,2,2,2,2,2,2,30139,28400,29269.5,28110,27945,28027.5,29730,28400,29065,0.75,1,1
数学类,吉林,0,0,0,4,4,4,4,4,4,30139,28400,29269.5,26910,28863,27886.5,35359,30698,33028.5,0.75,0.75,0.875
工商管理类,吉林,0,0,0,5,5,5,5,5,5,30139,28400,29269.5,27327,27945,27636,36341,37520,36930.5,0.7,0.4,0.8
核工程与核技术,吉林,0,0,0,1,1,1,1,1,1,14762,14123.5,14820,15557,17424,14820,15557,17424,14820,0.666666666666667,0.666666666666667,0.666666666666667
麻醉学,辽宁,0,0,0,2,2,2,2,2,2,10419,12168,9207,10525,12020,8750,10525,12911,9207,0.833333333333333,0.833333333333333,0.666666666666667
医学影像学,辽宁,0,0,0,2,2,1,2,2,1,10419,12168,9207,8679,15060,9702,10740,15386,9702,0.5,0.166666666666667,1
中西医临床医学,辽宁,0,0,0,2,2,1,2,2,1,10419,12168,9207,9069,12316,9441,11682,22007,9441,0.833333333333333,0.5,0.666666666666667
精神医学,辽宁,0,0,0,2,2,2,2,2,2,10419,12168,9207,11202,16739,9441,11202,16739,10442,0.833333333333333,0.333333333333333,0.833333333333333
预防医学,辽宁,0,0,0,2,1.5,1,2,1.5,1,10419,9813,9207,9887,9794.5,9702,12646,11174,9702,0,0.25,0.75
临床药学,辽宁,0,0,0,2,1.5,1,2,1.5,1,10419,9813,9207,10983,11094.5,11206,12194,11700,11206,0.75,0,1
地理科学类,吉林,1,0,1,6,4,2,6,4,2,13394,11918,10442,9672,8768.5,7865,20613,14452,8291,0.416666666666667,0.166666666666666,1
数学类,吉林,1,0,1,3,3.5,4,3,3.5,4,13394,11918,10442,4853,6916.5,8980,9263,10234.5,11206,0.666666666666667,0.166666666666666,0.833333333333333
经济学类,吉林,1,0,1,11,6,1,11,6,1,13394,11918,10442,13676,11937.5,10199,24638,17418.5,10199,0.272727272727272,0.590909090909091,0.909090909090909
日语(师范类),吉林,1,0,1,1,3,2,1,3,2,13394,9034,11214,10983,5509,8246,10983,7359,9171,1,0.666666666666667,0.5
林学类,黑龙江,1,0,1,2,2,1,2,2,1,19242,20241.5,17545,18254,16053,15719,19242,16739,15719,1,0.166666666666667,1
地理信息科学,黑龙江,1,0,1,2,2,2,2,2,2,19242,20241.5,17545,20292,21594,13088,20613,22405,16935,0.833333333333333,0.5,0.833333333333333
电子信息类,黑龙江,1,0,1,2,2,2,2,2,2,19242,18393.5,17545,18254,17738.5,17223,18566,18220,17874,0.5,0.75,1
工商管理类,黑龙江,1,0,1,3,2,2.5,3,2,2.5,19242,20241.5,19741.75,19242,20060,19651,20292,22780,21536,0.583333333333333,0.833333333333333,0.833333333333333
机械类(机电),黑龙江,1,0,1,2,2,2,2,2,2,19242,18393.5,17545,20292,17712.5,15133,20613,17873,15133,0.5,0.5,1
经济管理试验班,上海,0,0,0,6,5,4,6,5,4,13394,12687.5,11981,11202,9533.5,7865,14271,12109.5,9948,0.416666666666667,0.583333333333333,1
能源与动力工程,上海,0,0,0,2,2,2,2,2,2,19767,16392.5,14976.5,18566,22007,15133,19242,22007,15719,0.666666666666667,0.833333333333333,1
药学类,辽宁,0,0,0,1,1,1,1,1,1,23477,19493.5,15133,15821,13210,11747,15821,13210,11747,0.666666666666667,0.666666666666667,1
中药学类,辽宁,0,0,0,1,1,1,1,1,1,23477,19305,15133,20932,18032.5,15133,20932,18032.5,15133,0.5,0,1
环境科学,辽宁,0,0,0,1,1,1,1,1,1,23477,19493.5,21485.25,26132,24455,25293.5,26132,24455,25293.5,0,0,0.5
俄语(师范类),吉林,1,0,1,1,2,1.5,1,2,1.5,13394,9034,11214,8679,7561,8120,8679,8267,8473,0.5,0.5,1
化学(师范类),吉林,1,0,1,2,3,2.5,2,3,2.5,13394,9034,11214,5536,5920,5728,6156,7146,6651,1,0,0.833333333333333
物理学类,吉林,1,0,1,9,2,2,9,2,2,13394,9034,10442,8480,8532,9441,17929,10312,11747,0.351851851851852,0.444444444444444,0.925925925925926
生物科学类,吉林,1,0,1,5,1,1,5,1,1,13394,9034,10442,9263,9267,9702,14506,9267,9702,0.533333333333333,0.133333333333333,1
电气类,黑龙江,1,0,1,2,2,2,2,2,2,19242,18393.5,17545,16369,15751,15133,18907,18561.5,18216,1,0.75,0.75
生物科学类,黑龙江,1,0,1,2,2,2,2,2,2,19242,20241.5,19741.75,16653,17786,17219.5,17929,19275,18602,0.75,0.75,1
药物化学,辽宁,0,0,0,1,1,1,1,1,1,23477,19493.5,15133,23105,14111,18527,23105,14111,18527,0.333333333333333,0.333333333333333,0.666666666666667
制药工程,辽宁,0,0,0,1,1,1,1,1,1,23477,19305,15133,24999,19610.5,14222,24999,19610.5,14222,0,0,1
临床药学,辽宁,0,0,0,1,1,1,1,1,1,23477,19493.5,21485.25,25742,16396,21069,25742,16396,21069,0.5,0,1
工商管理类,辽宁,0,0,0,1,1,1,1,1,1,23477,19493.5,21485.25,33633,38002,35817.5,33633,38002,35817.5,0.5,0,1
药事管理,辽宁,0,0,0,1,1,1,1,1,1,23477,19493.5,21485.25,22380,27945,25162.5,22380,27945,25162.5,1,0,1
医疗产品管理,辽宁,0,0,0,1,1,1,1,1,1,23477,19493.5,21485.25,26910,39478,33194,26910,39478,33194,1,0,1
航空航天类,山西,0,0,0,3,4.5,6,3,4.5,6,31015,28959,26903,28494,27698.5,26903,30139,30529,30919,0.75,0.5,1
机械类,山西,0,0,0,6,4.5,3,7,5,3,31015,28959,26903,24262,24994.5,25727,31471,31195,30919,0.714285714285715,0.761904761904762,0.928571428571428
材料类,山西,0,0,0,9,5.5,2,9,5.5,2,31015,28959,26903,32358,28116,23874,35359,29974.5,24590,0.888888888888889,0.638888888888889,0.888888888888889
化工与制药类,山西,0,0,0,8,6.5,5,8,6.5,5,31015,28959,26903,30139,26623,23107,34877,30109.5,25342,0.45,0.75,0.775
地质工程,北京,1,0,1,2,1.5,1,2,1.5,1,11796.5,11707.5,11618.5,12646,12196.5,11747,13394,12570.5,11747,0.75,0.25,1
公共管理类,北京,0,0,0,2,2,2,2,2,3,9069,11005,10199,10525,11693,11747,10525,11693,12242,0.666666666666667,0.5,1
经济与贸易类,北京,0,0,0,1,2,1.5,1,2,1.5,9069,11005,10037,8289,10573,9431,8289,11134,9711.5,0.75,0,1
会计学,北京,0,0,0,2,2,2,2,2,2,9069,11005,10199,9069,10876,9702,9069,11134,10199,0.666666666666667,0.166666666666667,0.833333333333333
应用化学,天津,1,0,1,2,2,2,2,2,2,11202,11693,11447.5,11449,12594,12021.5,12429,13809,13119,0.5,0.5,1
土木类,天津,1,0,1,2,2,2,2,2,2,11202,11693,11447.5,11911,12594,12252.5,12646,13520,13083,0.5,1,0.75
工程管理,天津,1,0,1,2,2,2,2,2,2,11202,11693,11447.5,11449,12020,11734.5,12429,12911,12670,0.75,0.25,1
生物工程,山西,0,0,0,2,3,4,3,3.5,4,31015,28959,26903,27327,26334.5,25342,35359,31507.5,27656,0.5,0.5,1
电子信息类,山西,0,0,0,10,6,2,10,6,2,31015,28959,26903,15557,22823.5,30090,30568,30529.5,30491,0.75,0.35,0.95
仪器类,山西,0,0,0,10,6,2,10,6,2,31015,28959,26903,18566,20095,21624,34462,28967.5,23473,0.35,0.8,0.85
计算机类,山西,0,0,0,5,3.5,2,5,3.5,2,31015,28959,26903,22734,23662,24590,28911,27126.5,25342,0.55,0.8,1
数学类,山西,0,0,0,2,2,2,2,2,2,31015,28959,26903,27727,25047,22367,27727,26727,25727,0.5,0.5,0.5
土木类,山西,0,0,0,5,3.5,2,6,4,2,31015,28959,26903,31015,24444.5,17874,34046,28394.5,22743,0.166666666666666,0.833333333333333,0.833333333333333
测控技术与仪器,辽宁,0,0,0,2,2,2,2,2,2,34462,32131,33296.5,33633,31660,32646.5,34462,34067,34264.5,0.5,1,0.5
金融工程,辽宁,0,0,0,2,2,2,2,2,2,34462,32131,33296.5,35359,32131,33745,35851,33072,34461.5,0.75,1,1
电子信息工程,天津,1,0,1,3,4.5,6,3,4.5,6,11202,11591.5,11981,10525,9308,8091,10740,11491,12242,0.583333333333333,0.916666666666667,0.916666666666667
临床医学,天津,1,0,1,1,1,1,1,1,1,7099,4352.5,5484,5394,1513,4601,5394,1513,4601,0.333333333333333,0.333333333333333,1
麻醉学,天津,1,0,1,1,1,1,1,1,1,7099,4352.5,5484,6603,2490,5738,6603,2490,5738,0.666666666666667,0,1
眼视光医学,天津,1,0,1,1,1,1,1,1,1,7099,4352.5,5484,4357,4089,4601,4357,4089,4601,1,0.333333333333333,1
预防医学,天津,1,0,1,1,1,1,1,1,1,7099,4352.5,5484,11911,5153,5916,11911,5153,5916,0.666666666666667,0.333333333333333,1
护理学,天津,1,0,1,1,1,1,1,1,1,7099,4352.5,5725.75,552,16739,8645.5,552,16739,8645.5,0.5,0,0
统计学,山西,0,0,0,2,2,2,2,2,2,31015,28959,26903,30139,29886.5,29634,32777,31634,30491,0.25,0.5,0.75
应用化学,山西,0,0,0,2,3,4,2,3,4,31015,28959,26903,24262,26747.5,29233,31015,30967,30919,0.125,0.5,1
应用物理学,山西,0,0,0,2,2,2,2,2,2,31015,28959,26903,28110,29300.5,30491,28911,30135,31359,0.25,1,0.5
工程管理,辽宁,0,0,0,2,2,2,2,2,2,34462,32131,33296.5,34462,30698,32580,34877,33577,34227,0.5,0.5,0.5
医学技术类,天津,1,0,1,3,3,3,3,3,3,7099,4352.5,5725.75,10740,3085,6912.5,12908,5153,9030.5,0.833333333333333,0.333333333333333,1
环境科学,天津,0,0,0,1,2,2,1,2,2,16100,16739,14511,17640,19665,14511,17640,21201,15423,0.5,0.166666666666667,1
车辆工程,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,13170,12911,11747,14506,13210,12803,0.166666666666667,0.833333333333333,0.833333333333333
金融学类,天津,1,1,1,3,5,4,5,5,5,883,1029,956,667,489,578,883,1158,1020.5,1,0.4,0.8
经济学,天津,0,0,0,1,1,1,1,1,1,16100,16739,14511,18907,15386,15423,18907,15386,15423,0.666666666666667,0,1
工业设计,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,13967,14760,13918,14271,15060,14511,0.833333333333333,0.333333333333333,1
材料科学与工程,山西,1,0,1,5,4,2,5,4,2,14271,14760,13624,13394,15386,11981,14783,20060,14222,0.433333333333333,0.466666666666667,1
金属材料工程,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,13676,12020,12521,15054,14438,13624,0.5,0.833333333333333,0.833333333333333
冶金工程,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,13967,15060,13088,13967,15386,13368,0.5,0.833333333333333,1
能源与动力工程,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,12908,13520,13368,13967,13520,14820,0.5,1,1
自动化,山西,1,0,1,4,4,4,4,4,4,14271,14760,13624,12908,13210,11206,13676,14111,13088,0.5,0.833333333333333,0.916666666666667
网络工程,辽宁,0,0,0,2,2,2,2,1.5,1,39107,37159.5,35212,34046,32702.5,31359,34877,33118,31359,0.75,0.5,0.75
环境工程,辽宁,1,0,1,4,3,2,4,3,2,14506,12316,12521,14506,15708,12803,16653,17077,13088,0.777777777777778,0.444444444444444,0.916666666666667
海事管理,辽宁,1,0,1,3,3,3,3,3,3,14506,12316,12521,10983,9530,3252,14506,10573,12521,0.888888888888889,0.555555555555556,1
建筑类,天津,1,1,1,4,4,4,4,4,4,1902,1838,1774,1166,1311,1456,1322,1548,1774,0.75,0.75,1
计算机类,河北,1,0,1,4,4,4,4,5,4.5,8107,9790,8948.5,7753,6499,7126,8107,10046,9076.5,0.9,0.75,1
自动化类,河北,1,0,1,4,1,2.5,4,1,2.5,8107,9790,8948.5,7428,12911,10169.5,8107,12911,10509,1,0.875,1
土木类,河北,1,0,1,1,1,1,2,1,1.5,8107,9790,8948.5,8480,9790,9135,8480,9790,9135,1,1,1
能源动力类,河北,1,0,1,4,4,4,4,4,4,8107,9790,8948.5,7255,8771,8013,8289,10573,9431,0.75,0.875,0.875
工业工程类,河北,1,0,1,2,2,2,3,2,2.5,8107,9790,8948.5,8679,8532,8605.5,9263,8771,9017,1,0.833333333333333,0.75
通信工程,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,11449,12911,12242,12429,12911,12242,0.833333333333333,1,1
电子信息工程,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,12194,11693,12803,12429,12594,13088,0.666666666666667,1,1
电子科学与技术,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,12646,12316,11981,12908,13210,12803,0.5,1,1
应急技术与管理,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,14271,15708,12803,14271,15708,13088,0.833333333333333,0.833333333333333,0.666666666666667
建筑学,山西,1,0,1,1,1,2,1,1,2,14271,14760,13624,14783,13520,13918,14783,13520,14820,0.5,0.5,1
农业水利工程,山西,1,0,1,2,2,2,2,2,2,14271,14760,13624,14271,15386,13088,14271,15386,15423,0.666666666666667,1,1
冶金工程,辽宁,0,0,0,4,4,4,4,4,4,38190,38002,34364,34046,36536,33479,38190,37520,35212,0.333333333333333,0.5,0.916666666666667
化学工程与工艺,辽宁,0,0,0,5,5,5,5,5,5,38190,38002,34364,32358,38002,32157,38627,39008,35639,0.466666666666667,0.733333333333333,0.8
机械类,天津,0,0,0,2,2,2,2,2,2,20932,20423,19552,18254,20423,17223,19595,22405,20521,0.666666666666667,0.833333333333333,0.833333333333333
机器人工程,天津,0,0,0,1,2,2,1,2,2,20932,20423,19552,18907,16396,15423,18907,18895,18216,0.333333333333333,1,1
电子信息类,天津,0,0,0,2,2,2,2,2,2,20932,20242,19552,16975,17595.5,18216,19595,19386,19177,0.5,0.75,1
机械类,河北,1,0,1,4,5,4.5,4,6,5,8107,9790,8948.5,8289,10876,9582.5,9263,13210,11236.5,0.916666666666667,1,0.916666666666667
经济学类,河北,1,0,1,1,4,2.5,1,5,3,8107,9790,8948.5,9069,8532,8800.5,9069,9790,9429.5,0.8,0.8,0.4
工商管理类,河北,1,0,1,1,1,1,1,1,1,8107,9790,8948.5,8480,10876,9678,8480,10876,9678,0.5,0,0.5
电气类,河北,1,0,1,10,5,7.5,10,6,8,8107,9790,8948.5,4357,10312,7334.5,7255,13210,10232.5,0.8,0.916666666666667,0.733333333333334
